Wiki,Pages,Edits,Tags,Farm,URL
BibleNotes,50,267,,Farm:Wikkii,http://biblenotes.wikkii.com/
HetaliaOCWiki,50,70,,Farm:Wikkii,http://hetaocs.wikkii.com/
Sealoads,50,244,,Farm:Wikkii,http://sealoads.wikkii.com/
WikiPiki,50,88,,Farm:Wikkii,http://wikipiki.wikkii.com/
"Mandriva Community Wiki (el)",50,97,"operating system,linux,mandriva",Farm:Mandriva,http://wiki.mandriva.com/el/
"SourceForge.net: libsbgn",50,420,,Farm:SourceForge,http://sourceforge.net/apps/mediawiki/libsbgn/
"Erudite Demo",50,100,"demo,skin,mediawiki",,https://www.dur.ac.uk/nick.white/erudite-demo/index.php?title=Main_Page
Project-Valkyre,50,225,,,http://project-valkyre.dx.am/index.php?title=Hauptseite
Podhawk,50,385,,Farm:SourceForge,http://sourceforge.net/apps/mediawiki/podhawk/index.php?title=Main_Page
ZeptoOS,50,624,,,http://wiki.mcs.anl.gov/zeptoos/index.php/ZeptoOS_Documentation
Lexicon,50,522,,,http://binny.eu/lexicon/index.php?title=Main_Page
"Metabolite Detector",50,10996,,,http://metabolitedetector.tu-bs.de/wiki/index.php/Main_Page
"Objectives of Thought Academic Journal",50,809,,,http://objectives.ofthought.org/wiki/index.php?title=Main_Page
"Computational Cell Biology",50,471,,,http://www.raquell.us/ccb/index.php/Main_Page
"Mike Tech Show WiKi",50,894,,,http://mtswiki.com/index.php?title=Main_Page
WiKwikwai,50,505,,,http://wiki.kwikwai.com/index.php?title=Main_Page
Arthur1000gefahren,50,560,,,http://arthur1000gefahren.wiki-site.com/index.php/Hauptseite
"Bearings Wikipedia",50,61,,,http://bearings.wiki/index.php?title=Main_Page
"Andebu bygdeleksikon",50,62,,,http://leksikon.andebu.info/index.php/Hovedside
"Lamí Wiki",50,235,,,http://wiki.lamilide.cz/index.php/Hlavní_strana
Cunnersdorf,50,198,,,http://cunnersdorf.net/index.php?title=Startseite
"FSI Jura Forum Wiki",50,230,,,http://www.fsijuraforum.de/wiki/index.php/Hauptseite
"The PS3 Resource for non-technical users",50,44936,,,http://ps3.epijunkie.com/index.php?title=Main_Page
"Darkcoin Wiki (Français)",50,261,,,http://wiki.darkcoin.fr/wiki/Accueil
Latein-Lexikon,50,147,,,http://latein-lexikon.de/Hauptseite
GSpons.net,50,102,,,http://wiki.gspons.net/index.php/Main_Page
Mazatta,50,160,,,http://mazatta.com/wiki/index.php?title=Main_Page
NSSKB,50,128,,,http://kb.networksystemssolutions.info/index.php/Main_Page
Neuropathography,50,268,,Farm:ShoutWiki,http://neuropathography.shoutwiki.com/wiki/Main_Page
"ESSCO Wiki",50,979,,,http://wiki.essco.ca/index.php?title=Main_Page
Anturis,50,296,,,http://wiki.anturis.com/index.php?title=Product_Documentation
Tripletalk,50,480,,,http://tripletalk.cs.vu.nl/index.php/Main_Page
"ويكي ألعاب",50,67,,Farm:ShoutWiki,http://gaming.shoutwiki.com/wiki/الصفحة_الرئيسية
S1mple,50,137,,,http://s1mple.org/index.php?title=Accueil
"Open Records Guru",50,407,,,http://openrecords.guru/wiki/index.php?title=Main_Page
PraxisMeise,50,548,,,http://mw.praxis-meise.de/index.php/Hauptseite
TechnoEcon,50,305,,,http://econ.jbei.org/index.php/Main_Page
"TOP Lansia",50,313,,Farm:SABDA.co,http://lansia.org/
"Wikipedia (ru) (shoutwiki.com)",50,99,wikipedia,Farm:ShoutWiki,http://ru.wikirupedia.shoutwiki.com/wiki/
"Gospel Translations (el)",50,66,,"Farm:Gospel Translations",http://el.gospeltranslations.org/
Wiki.3fr.ru,50,462,,,http://wiki.3fr.ru/index.php/Заглавная_страница
Levifaur,50,410,,,http://levifaur.wiki.huji.ac.il/index.php/Main_Page
"Wikibooks (rm)",50,3238,books,Farm:Wikibooks,http://rm.wikibooks.org/wiki
"Bahaipedia (ru)",50,387,"religion,bahai",Farm:Bahaipedia,https://ru.bahaipedia.org/
"Biolatvia com",51,188,,,http://Biolatvia.com/index.php/Main_Page
Pinakes3,51,698,,,http://pinakes.imss.fi.it/index.php/Main_Page
"Sanday Craft Club",51,333,,,http://www.sanday.org.uk/craftclub/index.php?title=Main_Page
AppalachianSprings,51,133,,Farm:Wikkii,http://longlostfriend.wikkii.com/
DeceptionStudiosModding,51,116,,Farm:Wikkii,http://deceptionstudios.wikkii.com/
Myanmartechnology,51,232,,Farm:Wikkii,http://myanmartechnology.wikkii.com/
SeltennetWiki,51,68,,Farm:Wikkii,http://seltennet.wikkii.com/
SoundboardPrankCallsWiki,51,139,,Farm:Wikkii,http://soundboardprankcalls.wikkii.com/
TNOW,51,124,,Farm:Wikkii,http://tnow.wikkii.com/
Mspgcc,51,495,,Farm:SourceForge,http://sourceforge.net/apps/mediawiki/mspgcc/index.php?title=MSPGCC_Wiki
"Scrittura digitale",51,444,,,http://guida.a-d-s.ch/index.php?title=Pagina_principale
Cbrwiki,51,2652,,,http://cbrwiki.fdi.ucm.es/mediawiki/index.php/Main_Page
Iconica2,51,195,,Farm:ShoutWiki,http://de.iconicachr2.shoutwiki.com/wiki/Hauptseite
"Third Generation F-Body Report",51,249,,,http://www.fbodyreport.com/w/index.php/Main_Page
卡通百科,51,157,,Farm:ShoutWiki,http://cartoonpedia.shoutwiki.com/wiki/首頁
"Infinite Smart",51,184,,Farm:ShoutWiki,http://infi-smart.shoutwiki.com/wiki/Main_Page
"The Lands Under the Sun",51,107,,Farm:ShoutWiki,http://landsunderthesun.shoutwiki.com/wiki/Main_Page
"Ghost Trick Wiki - Neoseeker",51,150,,Farm:Neoseeker,https://ghosttrick.neoseeker.com/wiki/Main_Page
DietPC,51,74,,,http://wiki.dietpc.org/wiki/Main_Page
"Marvin's Arena",51,217,,,http://www.marvinsarena.com/wiki/index.php/Main_Page
"SYMPLiK Wiki",51,405,,,http://www.symplik.com/wiki/index.php?title=Main_Page
VeganWiki,51,1991,,,http://veganwiki.us/index.php/Main_Page
Johnwiki,51,1999,,,http://www.johntantalo.com/wiki/Main_Page
Eucd.wizards-of-os.org,51,2043,,,http://eucd.wizards-of-os.org/index.php/Main_Page
Bible,51,81,,,http://bible.wiki-site.com/index.php/Main_Page
Kccitwiki,51,292,,,http://kccit.org/index.php/Main_Page
"TYP 3 Wiki",51,371,,,http://wiki.typ3.de/index.php/Hauptseite
"Fleten.net Wiki",51,315,,,http://wiki.fleten.net/index.php?title=Forside
Wikidaemon,51,706,,,http://daemonologie.com/index.php/Hauptseite
Gossple,51,278,,,http://gossple.fr/index.php/Main_Page
Investopedia.dk,51,129,,,http://investopedia.dk/index.php/Forside
"D20Critical Wiki",51,209,,,http://wiki.d20critical.com/index.php?title=Main_Page
Aeroscanservice,51,298,,,http://chillzv.com/en/Main_Page
ApiWiki,51,1286,,,http://api.escapio.com/index.php/Escapio_API_Documentation
AverLabWiki,51,196,,,http://wiki.averlab.com/index.php/Заглавная_страница
"SEP Wiki",51,1029,,,http://sep.csumb.edu/wiki/index.php/Main_Page
